A,W,9,11,4,633,19.5,3,3.6,0.9,2,3.6,made
A,L,-6,7,4,301,24,0,0,3.9,2,0.4,made
A,L,-15,2,1,172,24,1,1.6,4,2,3.3,made
H,W,30,6,3,467,11.2,2,6.5,11.1,2,4.4,made
A,L,-15,4,1,210,11.9,0,1.2,20.6,2,4.7,made
A,W,6,29,5,54,4.5,20,19.5,17.6,2,3.1,missed
H,W,8,13,3,276,0.7,12,12,4.8,2,0.3,missed
H,W,8,4,2,190,5.8,5,6.5,3,2,1.4,missed
A,L,-5,1,4,623,20,1,1.4,8.8,2,4.1,missed
H,W,13,15,4,171,3.4,8,9.9,25.8,3,3.8,missed
A,W,2,10,5,284,9,0,0.9,3.1,2,1,missed
A,W,6,5,3,29,17.9,7,5.4,25.6,3,4.5,missed
H,W,8,9,2,225,8.9,3,5.1,2.7,2,1.6,made
H,W,12,2,1,503,16.8,7,7.4,13.1,2,2.5,made
H,L,-7,8,3,550,12.7,0,1,22.7,3,8.5,missed
A,L,-5,6,3,106,9.7,0,1.3,2.5,2,0.3,made
A,L,-12,1,1,277,9,3,3.8,6.4,2,2.1,missed
A,W,7,5,4,379,11.4,1,1.4,16.7,2,3.8,missed
H,W,19,5,4,357,13.7,0,0.7,8.2,2,4.8,made
A,L,-19,8,3,461,22.9,0,1.8,3.2,2,3.5,missed
H,W,5,5,3,707,11.6,0,1.6,8.5,2,2.8,missed
H,L,-20,10,4,435,13,2,2.4,9.5,2,2.6,missed
H,L,-16,2,2,500,13.7,0,0.8,17.4,2,15.9,made
H,L,-9,16,4,335,4.2,2,3.2,2.1,2,0.8,missed
A,W,5,7,2,207,6.1,1,1.2,8.1,2,1.4,missed
A,W,2,1,1,651,18.7,4,5.2,3.9,2,3,made
A,W,11,11,3,318,19,0,0.8,25.5,3,5.4,made
H,L,-5,3,1,478,24,0,0.1,2.2,2,2.1,made
H,L,-10,4,2,201,18.3,0,0.8,22.4,3,5.7,missed
A,L,-8,11,2,109,13,0,0.9,25.1,3,3.6,missed
A,W,2,5,1,118,10.3,0,0.9,2.5,2,3.2,made
A,L,-17,10,4,421,1.6,3,5.3,12.7,2,5.4,missed
A,L,-8,11,4,603,9,3,3.5,24.3,3,4.9,missed
H,W,35,5,2,103,5.1,0,0.7,9.5,2,4.3,missed
H,W,3,4,4,633,10.7,3,3.8,16,2,4.2,missed
A,W,8,2,1,42,16.8,0,0.7,1.9,2,3.7,made
A,L,-10,4,3,105,17.5,1,1.3,3,2,1.4,made
H,W,4,1,1,675,15.3,1,2.3,18.4,2,5.1,made
H,W,5,1,1,80,8.6,0,1.4,3.8,2,1.7,missed
A,L,-6,1,2,341,11,1,1.5,3,2,2.8,made
A,L,-16,12,4,403,15.1,0,0,7,2,1.6,missed
A,W,17,11,4,336,12.5,1,1.4,14.1,2,5,made
A,L,-9,1,1,700,5.6,1,2.9,4,2,2.3,made
H,W,14,1,2,706,10.2,1,1.6,6.6,2,2.9,missed
A,L,-5,1,1,670,19,0,1.2,24.6,3,9.2,missed
A,L,-9,1,1,533,9,2,2.4,23,2,4.9,made
H,L,-6,12,3,329,12.4,1,2,21.2,2,5.2,missed
A,W,3,8,3,692,9,2,1.8,22.7,2,2.9,missed
H,W,2,1,1,503,19.3,0,0.8,24.1,3,8.6,made
A,W,23,9,4,492,8.6,0,0.9,17.8,2,5.3,made
A,L,-34,7,2,242,18,5,4.4,24.2,3,5.6,made
A,L,-4,6,4,324,20.6,0,1,4.5,2,1.4,made
A,W,5,11,3,496,15.5,2,2.4,5,2,3.3,missed
A,W,13,10,3,180,16.5,0,0.7,17.2,2,6.9,made
A,L,-25,11,4,358,14.6,10,9.5,8,2,2.1,missed
H,L,-7,2,4,616,8.5,3,3.1,3.4,2,1.5,made
H,W,5,8,3,522,9.2,0,1.2,5,2,3.5,made
A,L,-7,2,1,580,10,0,0.5,2.4,2,3.8,made
A,L,-7,9,4,587,13.2,0,0.8,24.4,3,4.6,missed
H,W,3,11,2,277,8,4,4.7,17.2,2,2.7,missed
A,W,2,4,1,267,6.5,2,3,6.2,2,1.6,missed
H,L,-10,7,2,143,14,1,1.3,5.8,2,2.1,missed
H,W,21,6,2,157,20.5,5,4.2,28.1,2,5.2,missed
A,W,20,1,1,34,15.9,0,0.4,0.7,2,2.1,made
H,W,13,6,1,284,9.1,2,1.3,24.7,3,4.4,missed
H,L,-16,1,1,604,5.9,1,6.9,8,2,3.6,missed
H,W,3,1,1,208,10,0,0.9,21.7,3,3.6,missed
H,W,12,6,2,537,19.3,5,5.5,7.6,2,4.3,made
A,W,3,5,2,493,8.6,0,0.7,23,3,5.1,made
A,W,10,7,3,167,17.6,9,6.2,16.7,2,1.8,made
A,L,-3,5,2,65,13.2,0,0.9,23.9,3,5,made
A,L,-2,3,1,443,20,0,0.6,25,3,7.6,missed
H,W,8,7,3,432,6,1,1.9,9.1,2,2.7,made
A,L,-4,3,2,702,24,0,0.1,2.5,2,0.2,missed
H,L,-15,14,3,649,5.8,1,2.8,5.9,2,1.6,missed
A,W,6,14,4,159,17.7,6,5.5,20.7,2,2.3,missed
H,L,-11,3,2,196,14.4,1,1.2,7.7,2,4,made
A,L,-8,7,2,60,14.6,0,0.7,9.2,2,4.1,missed
A,L,-5,9,3,176,6.5,1,1.3,7.3,2,0.9,missed
H,L,-12,11,3,92,11.5,2,3.2,17.1,2,2.9,missed
H,L,-12,2,2,436,24,0,0.2,2.2,2,3.8,made
A,W,11,7,3,71,24,0,0,2.6,2,3.6,missed
A,W,11,10,3,678,17,3,4.1,9.2,2,2.9,made
A,W,24,1,1,711,15.6,0,0.8,4.9,2,5.5,missed
H,L,-4,3,2,552,9,0,0.9,19,2,2.2,made
H,W,16,8,3,617,15.1,0,0.8,25.2,3,5.7,missed
A,W,2,3,4,664,1.6,6,4.8,25.5,3,3.6,missed
A,L,-12,13,5,183,8.7,22,15,7.5,2,3.6,missed
A,L,-12,9,3,510,15.4,0,1,21.2,2,4.9,made
H,L,-8,11,3,500,13.1,1,2.8,24.9,3,5.7,missed
H,L,-7,5,1,43,10.9,1,2.5,16.5,2,4.2,missed
A,L,-9,5,3,146,3.2,1,1.4,13.1,2,4.7,missed
A,L,-6,4,3,416,4.6,2,2.6,9.6,2,3.2,made
H,L,-27,6,3,407,16.4,2,2,7.6,2,2,missed
H,L,-5,12,3,199,8.2,6,4.2,23.9,3,4.7,made
H,L,-22,1,1,535,24,0,0.9,4.1,2,3.1,missed
H,W,11,7,2,127,14.2,0,1.8,18.1,2,5.1,made
A,W,25,7,4,648,7,0,0.9,22.6,3,20.3,made
A,L,-8,2,3,234,5.9,4,3.4,8.1,2,2.2,made
H,W,39,15,3,206,13,0,1,4.2,2,0.7,missed
A,L,-5,9,3,183,12.5,0,1.5,26.1,3,3.9,made
H,W,2,3,2,297,21.6,4,3.3,7.6,2,2.2,missed
H,W,5,9,2,72,5.4,0,0,4.1,2,4,missed
A,L,-8,15,3,304,17.3,0,1,21.2,2,5.7,missed
A,W,6,4,4,571,16.6,0,0.8,26.4,3,5.3,made
A,L,-3,1,1,211,13.7,0,0.8,23.8,3,9.8,missed
A,L,-19,8,2,112,10.3,0,1.2,25.1,3,4.1,missed
A,W,3,5,2,503,16,0,1.4,25.5,3,7.9,missed
A,W,3,5,3,686,24,0,0.1,2.3,2,0.3,made
H,W,9,12,3,175,14,2,4.1,14.3,2,1.5,missed
A,L,-3,11,4,401,11.6,1,1.3,2.6,2,1.9,made
A,W,4,5,2,435,0.3,0,0.5,27.8,3,14.4,missed
H,W,4,5,2,100,10.5,17,12.7,5.1,2,2,made
H,W,12,1,1,615,9,3,3,1.1,2,1.6,made
A,L,-12,5,2,313,13.9,1,1.6,3.3,2,2,made
A,W,7,3,1,331,12.3,2,3.1,4.7,2,2.7,missed
A,W,16,6,4,220,14.2,0,1.1,24.5,3,6.4,missed
A,L,-3,6,2,109,16.2,0,0.8,24,3,3.6,missed
H,W,6,3,2,443,10.3,0,0.7,20.8,2,5.1,made
A,L,-15,9,2,39,16,0,0.9,26.7,3,7.6,missed
A,L,-7,7,4,291,2.7,3,3.7,8.7,2,2.6,missed
A,W,8,23,4,71,9.1,0,0.7,17.7,2,5.2,made
A,L,-25,6,3,135,15,1,4.2,5.7,2,2.5,missed
H,W,12,5,1,74,19.4,4,4.4,1,2,3.6,made
A,L,-6,4,2,375,16.3,1,1.3,4.5,2,1.3,missed
H,L,-5,6,4,393,14.1,0,1,5,2,3.1,made
A,L,-5,7,2,376,11.5,2,5.2,3.9,2,2.2,made
H,W,25,6,3,669,7.3,0,0.8,2.9,2,2.8,made
A,L,-21,1,1,645,19.7,3,5.2,8.6,2,4.1,missed
A,W,18,7,3,358,5.5,0,0.9,22.1,3,11.6,made
A,L,-1,2,1,194,10.5,2,2.6,17.8,2,5.1,made
H,W,12,1,1,41,4.9,10,9.1,11.8,2,3.2,missed
A,L,-17,4,1,421,16.8,0,0.9,22.6,3,9.4,missed
H,L,-7,6,4,418,2.9,0,0.6,17.9,2,6.5,missed
A,W,11,8,4,336,12.4,0,0.5,2.2,2,3.5,made
A,W,2,5,1,251,5.2,1,2,21.4,2,4.9,made
H,W,7,11,3,158,15.9,2,3.1,7,2,2.8,made
H,W,17,4,1,410,14.8,0,0.8,3.4,2,4,made
A,W,11,2,1,449,13.5,0,0.8,4.4,2,3.4,missed
A,L,-9,8,4,393,18.6,0,0.8,24.3,3,5,made
A,W,11,2,1,345,1.8,1,1.3,3.2,2,2,missed
H,L,-11,1,1,174,8.3,1,2.3,24.2,3,4.5,missed
H,W,15,12,3,508,19.4,0,1.1,28.5,3,5.1,missed
H,W,4,13,3,244,17,0,1.3,1.9,2,1.6,made
A,W,5,8,4,520,2.6,8,8,24.7,3,1.5,missed
H,W,14,7,2,76,22.4,1,2.2,2.7,2,2.1,missed
H,W,4,5,3,358,3.2,0,0.8,18.2,2,3.6,made
A,W,12,5,3,5,0.3,1,1.1,29.8,3,3.5,missed
H,W,4,3,2,270,13.2,1,1.4,24.6,3,2.9,missed
H,W,14,2,1,630,2.6,2,3.9,8.3,2,2.1,missed
H,W,6,4,3,474,5.6,0,0.6,2.4,2,5.4,made
H,W,5,4,2,181,15.6,0,0.9,20.9,2,10.1,missed
A,W,18,1,1,619,13,2,2,1.7,2,3.6,made
H,W,8,4,2,407,5.1,4,6.9,12.2,2,4.3,made
A,W,4,6,4,682,11.6,0,0.8,26.1,3,4.1,made
A,L,-5,5,3,323,14.1,0,0.6,2.1,2,5.5,made
H,L,-8,4,1,334,21.2,0,1.4,1.8,2,2,missed
H,W,7,5,2,225,22.7,0,1.4,1.9,2,0.1,missed
A,L,-8,11,3,553,22.1,0,1.3,3.7,2,0.8,made
A,W,7,9,4,464,10.6,2,2,14.7,2,2.1,missed
A,L,-9,4,3,235,9.4,1,2.2,2.2,2,3.8,made
A,W,25,1,2,538,7.4,1,1.8,16.3,2,3.4,missed
H,W,15,6,2,696,20.1,0,0.7,2.9,2,3.6,missed
A,L,-3,5,2,383,14.7,2,4.8,8.6,2,1.9,missed
H,W,11,1,2,594,8.2,0,0.5,4,2,4.2,made
A,W,8,1,1,628,12.2,2,2.2,10.4,2,3.5,missed
H,W,9,4,1,403,12.5,0,1,20.4,2,5.1,made
H,W,7,4,2,453,23,0,0.9,25.2,3,6.8,missed
A,W,5,3,2,77,11.4,3,3.9,8,2,2.5,made
H,W,33,11,3,355,5.6,0,1.2,24.8,3,15.7,missed
H,L,-2,5,2,395,14.3,0,0.9,24.4,3,5.1,made
H,L,-5,5,2,229,12.2,0,0.8,17.1,2,5.5,made
A,W,7,22,4,442,10.8,0,0.8,15,2,6.6,missed
A,L,-35,10,4,27,15.4,0,1.2,24.8,3,4.6,missed
A,W,9,7,4,332,13.9,0,1,21.1,2,8.9,missed
A,L,-21,2,2,687,22.3,0,0.2,2.8,2,2,missed
A,W,19,9,4,569,15.4,6,5.6,15.2,2,3,missed
A,L,-9,9,4,409,12,0,1,17,2,3.7,missed
A,W,8,13,4,255,12.2,0,1.2,3.2,2,1.6,made
H,W,8,2,1,227,13.6,0,0.9,21.7,3,5.3,missed
A,L,-16,7,2,239,10.3,1,3.6,4.4,2,4.9,made
A,W,10,14,4,165,11.7,15,11.4,25.6,3,6.9,missed
A,W,25,6,2,324,21,0,0.7,4.5,2,4.6,made
H,L,-12,7,3,70,4,8,8.6,22.2,2,2.9,missed
A,W,9,8,3,664,5.2,2,3.3,3,2,0,made
H,L,-25,6,2,86,17.3,10,7.2,8,2,4.1,missed
A,W,5,1,1,658,16.1,3,1.1,18.2,2,5.1,made
A,W,17,5,2,302,22.9,0,1.5,4.1,2,1.5,missed
H,W,12,6,1,184,18.2,1,1.8,1.8,2,3.1,made
A,W,13,7,3,6,5.2,16,14.5,1.1,2,2.5,made
A,W,20,12,3,401,11.8,1,1.6,2.5,2,2.3,missed
A,L,-14,16,3,60,12.8,0,0.7,14.8,2,5.5,made
A,L,-8,5,1,133,20.3,0,0.8,25.4,3,8.7,made
H,W,9,7,3,684,5.1,0,0.7,22.8,3,7.3,missed
A,W,7,17,4,660,1.1,9,10,10.3,2,3,made
A,L,-5,2,1,200,14.5,1,3.1,10.6,2,4.3,missed
A,W,23,4,2,706,10.1,0,0,5.2,2,2.1,made
A,L,-3,1,1,116,10.7,2,2.4,21.4,2,5.8,missed
H,L,-6,8,3,153,3.7,0,0.8,23.1,3,3.9,made
H,W,8,2,1,619,16.3,0,1,24.2,3,7.2,missed
A,W,4,8,2,376,13.4,0,1,22,3,14.5,missed
H,W,27,11,4,265,19.8,1,1.7,2.9,2,1.6,made
A,L,-8,1,1,551,7.6,0,1.8,7.3,2,1.8,missed
H,L,-18,4,2,580,9.5,1,0.9,7.6,2,1.9,made
H,L,-12,2,1,340,7,0,0,16,2,2.7,missed
H,W,6,12,3,419,22.1,0,0.8,22.2,3,6.8,made
H,W,24,5,2,292,20,0,0.5,3,2,6,made
A,L,-8,5,4,650,6,0,0.6,2.2,2,1.6,missed
H,W,28,2,1,260,16.9,2,2.1,5.2,2,0.5,made
H,L,-2,11,4,159,19.7,5,4.4,4.4,2,0.8,made
A,W,9,7,3,383,12.7,0,0.9,25.6,3,7.9,missed
A,W,9,14,4,112,5.7,2,2.8,10.9,2,1.6,missed
H,W,8,3,4,454,1,2,2.7,23.4,3,4.2,missed
A,L,-28,2,1,388,12.1,1,2.8,8,2,5.1,missed
A,W,14,7,2,243,15.2,0,0.7,25.5,3,4.3,missed
H,L,-9,4,1,581,15,0,0.7,18.9,2,4.9,made
A,W,15,2,2,710,13.8,13,10.5,5.3,2,0.6,made
A,W,6,5,4,315,15.6,0,0.9,22.6,3,7.7,missed
A,L,-9,3,2,499,16.3,6,7.1,10.7,2,2.3,made
A,W,16,3,3,6,5.8,19,18.3,8.2,2,2.1,missed
A,W,15,4,1,337,19.4,1,3.1,1.9,2,2.9,missed
A,W,21,3,1,345,12.1,0,0.7,22.3,3,5.8,made
A,L,-5,10,4,575,7.5,5,3.8,24.5,3,4.8,made
A,W,3,6,3,162,8.8,0,8.4,18,2,6,made
A,L,-5,6,3,628,18.2,0,0.9,23.2,3,4.8,made
A,W,9,1,1,54,10.6,0,0.8,25.1,3,6.8,made
H,W,12,10,3,177,10.1,0,1.1,24.5,3,7.4,missed
H,W,11,11,3,138,9.7,2,2.1,25.8,3,4.8,missed
H,W,8,15,4,323,7.5,0,0.8,20.8,2,7.4,missed
A,L,-13,1,1,482,12,0,1,22.8,3,4.6,missed
A,L,-4,5,2,243,8.9,2,2.4,15.7,2,2.4,made
H,W,21,12,3,51,11.5,1,2,25.2,3,5.4,missed
A,W,25,2,2,634,21.3,4,3.7,5.8,2,2.1,made
A,W,16,12,2,42,10.9,0,0.8,23.5,3,5.3,made
H,W,19,1,1,627,4.7,0,1.2,19.2,2,6.9,made
H,L,-7,1,1,435,5.9,0,1,22.2,3,9.6,missed
H,L,-10,5,2,655,7,1,4.3,3.9,2,3.5,made
A,W,13,3,4,667,7.1,0,0.4,1.4,2,2.1,made
A,L,-16,1,1,635,14,14,10.4,8.4,2,2.3,missed
H,W,2,8,3,487,11.6,0,0.6,2.3,2,2.5,made
A,W,4,3,1,411,7.7,0,0.5,3.1,2,5.2,made
H,W,13,3,1,415,22,1,1.4,13.9,2,5.1,made
A,W,22,7,1,70,22,0,1,22.4,3,3.3,made
H,L,-21,8,4,59,16.2,1,1.1,6.3,2,0.6,missed
A,L,-5,15,4,164,21.2,0,1,3.3,2,0.8,made
H,W,29,4,2,538,13,2,3.5,3.7,2,1.1,made
A,L,-8,12,3,106,8,0,1,25.5,3,5.1,missed
A,L,-7,20,4,357,8.3,0,1,26,3,3.8,missed
H,W,6,4,4,668,5.6,0,0.8,24.2,3,9.9,missed
H,W,17,10,4,55,2.9,0,1.8,2.3,2,0.4,made
A,L,-14,1,1,27,14.4,0,0.9,18.6,2,3.9,made
H,W,5,6,2,72,5.8,3,3.7,18.9,2,6.1,missed
A,L,-7,10,3,16,9.7,2,2.4,2.8,2,3.3,made
A,W,18,1,1,121,10.9,1,4.2,19.9,2,7.5,made
A,W,6,7,1,287,14,0,1,3.2,2,1.4,made
H,W,13,1,1,54,9.1,1,1.5,3.9,2,2.8,missed
H,W,5,3,2,81,11.8,0,0.7,22.7,3,4.7,missed
H,L,-10,1,1,647,10.1,1,2.3,15.9,2,4.6,missed
H,W,5,5,3,671,4,1,3,22.8,3,2.8,missed
H,W,4,14,4,600,20.1,5,4.6,1.3,2,0.1,missed
A,W,22,3,2,509,1.6,0,0.9,22.9,2,3,missed
H,W,6,7,2,285,14.2,12,10.1,4.3,2,1.7,missed
A,W,6,2,2,705,9.6,0,1.1,22,2,6.4,missed
H,W,10,2,1,502,22.4,0,0.4,6.7,2,4,missed
H,L,-3,12,3,272,0.7,0,0.8,26.7,3,4.6,made
H,W,10,1,1,701,5.2,0,2.3,19.7,2,5.1,made
A,L,-16,3,2,20,11.7,0,0.7,1.8,2,4.9,made
H,W,9,8,3,13,4.4,24,19.5,19.1,2,6.4,missed
A,W,5,18,3,490,11.9,0,1,23.2,2,5.2,missed
A,L,-16,4,3,438,21,0,0.8,23.1,3,5,missed
A,L,-17,1,1,516,24,0,1.3,1.9,2,2.3,made
A,L,-2,5,2,322,6.8,1,0.9,24.7,3,6.9,missed
H,L,-2,14,5,23,11.8,0,1,4.7,2,0.7,made
A,W,21,3,2,617,18.4,8,6.2,11.3,2,4.5,missed
H,W,3,8,4,704,8.9,2,3.5,6.3,2,1.6,missed
H,L,-2,8,4,438,7,0,0.8,15.1,2,5.4,missed
A,W,3,9,2,256,11,0,0.8,12.8,2,5.7,missed
H,L,-5,1,2,575,13.2,0,1,8.4,2,4.5,made
A,W,1,5,1,85,15.8,2,3.1,6.4,2,2.9,made
H,L,-8,11,3,400,13.6,12,9.1,10.8,2,1.9,missed
H,L,-9,8,4,685,2.2,2,6,27.7,3,1.9,missed
A,W,3,7,3,583,6.1,0,0.7,22.7,3,3.2,made
H,L,-15,7,1,179,6.7,0,0.8,25,3,7.8,made
A,L,-15,5,3,29,10.5,0,0.7,17.3,2,3.6,made
H,L,-23,5,4,244,6.7,1,1.6,17,2,4.9,missed
H,W,3,4,1,337,11.2,0,1.5,3.9,2,0,missed
H,L,-7,9,3,708,11,0,0.9,17.3,2,9.3,missed
H,L,-10,15,4,70,24,0,0,1,2,1.4,made
A,L,-4,2,1,462,8,0,1.2,16.4,2,9.4,missed
A,W,6,5,3,705,9,0,0.6,25.3,3,6.9,made
A,L,-7,3,1,31,13.7,11,10.4,6,2,0.7,missed
H,L,-20,6,1,205,19.7,7,5.6,1.2,2,3.1,missed
H,W,4,17,4,243,19,2,4,5.8,2,2.4,missed
H,W,25,9,4,361,6.6,2,2.2,3.7,2,2.2,missed
A,L,-4,15,4,501,14.9,0,1.1,24.7,3,9,missed
A,L,-12,1,1,285,14.5,0,0.9,19.1,2,3.7,made
A,L,-39,6,3,543,14.3,5,5.4,7.1,2,1.8,missed
A,L,-7,7,4,583,7.9,0,1,24.1,3,9.3,missed
H,W,14,12,3,86,7,0,0,4.5,2,1.4,missed
H,W,3,10,3,695,9.7,0,1.1,19.5,2,7.9,made
A,W,8,1,2,694,17.5,2,2.4,1.5,2,0.8,missed
A,W,2,4,1,488,17.1,7,7.4,19.4,2,5.4,made
A,L,-11,13,4,195,6.6,2,2.8,2.4,2,3.2,missed
H,W,11,7,1,323,11,1,5.5,10.6,2,1.5,missed
H,L,-8,5,3,308,2.4,13,10.9,4.8,2,4.2,missed
H,W,8,17,4,154,9.3,0,1.1,25.2,3,8.4,missed
A,L,-3,8,4,705,9.5,1,3.9,20.9,2,3.9,missed
A,L,-17,2,1,573,1.7,0,2.1,2.2,2,1.3,made
A,L,-11,4,2,355,15,2,2.2,1.6,2,2.6,made
A,W,5,2,2,481,12.2,1,3.8,16.3,2,3.1,made
A,W,7,1,1,442,18.7,8,5.8,16.9,2,2.6,made
H,L,-10,4,3,414,10.1,0,0.8,18.1,2,9.5,made
A,W,7,5,2,568,10.4,0,0.8,22.5,3,5.4,made
H,W,7,23,4,378,13.1,0,1,13,2,5.4,made
A,L,-13,8,4,527,10.1,0,0.9,25,3,4,missed
A,W,17,6,4,51,16.8,0,0.9,19.1,2,7.3,made
A,L,-5,6,2,57,12.2,0,0.7,3.2,2,3.1,missed
A,L,-18,8,3,588,14.6,2,4.2,3.9,2,0.8,made
H,L,-2,6,2,342,7,0,1.7,24.7,3,9.8,made
H,L,-6,2,2,478,5.4,0,0.6,17.7,2,5.8,made
H,L,-1,4,3,136,2.4,0,1.7,4.9,2,0.7,made
A,L,-19,2,1,239,19.1,7,5.8,5.7,2,1.9,missed
A,L,-15,2,1,562,17.6,0,1.1,24.6,3,5.8,missed
H,L,-14,10,4,156,9.8,1,1.6,4.2,2,3.6,made
A,W,7,5,1,58,13.5,0,0.8,25,3,3.9,missed
H,W,10,1,1,143,17.5,0,0,3.7,2,2.9,made
H,W,3,1,1,697,22,0,1.2,2.5,2,10.5,made
H,W,14,5,1,309,18.7,0,0.9,23.2,3,7,made
A,W,5,4,3,468,13.8,0,0.7,18.7,2,5,made
A,W,10,11,4,132,5.7,1,1.7,8.4,2,3.2,missed
A,L,-6,11,3,299,5.3,4,4.9,25.2,3,2.5,missed
A,L,-17,8,4,598,13.4,0,0.8,0.9,2,3.1,made
A,W,13,16,4,145,4.7,27,19.2,8.3,2,1.7,made
H,W,11,6,3,333,17,0,0.6,1.4,2,3.2,made
H,W,25,8,2,45,12.7,0,1.6,24.2,3,2.4,missed
H,W,23,1,1,99,13.6,0,1,18.1,2,3.2,missed
H,W,37,2,2,480,20.7,0,0.5,3,2,1.2,made
H,W,8,6,3,282,21.1,2,2,2.6,2,1.4,missed
A,W,1,7,4,524,19,0,0.7,23.9,3,5.4,made
H,W,12,7,3,334,15.1,0,0.9,22.1,3,5.5,missed
H,W,10,9,3,242,23,1,1.8,5.4,2,2.3,missed
H,L,-3,7,2,277,20.1,0,1.1,26.9,3,9.8,missed
H,L,-7,1,1,518,19.8,4,5,4.4,2,4.3,made
A,W,2,2,1,516,9.7,6,7.2,17.8,2,3.7,missed
H,W,20,5,2,298,24,0,2,7.4,2,3.2,made
A,L,-17,4,2,496,14,0,1,24.1,3,5.5,missed
A,L,-13,13,3,414,8.4,6,4.2,10.5,2,3.2,missed
H,L,-3,5,3,13,7.5,15,16.4,20.2,2,6.5,missed
H,L,-38,6,3,189,19.5,6,5.4,5.7,2,6.3,made
A,W,4,5,2,195,11,1,2.3,20,2,6.8,missed
H,L,-10,7,3,612,5.8,3,3.6,10.7,2,3.8,missed
A,L,-7,8,2,13,6.6,0,0.9,25.3,3,4.7,missed
H,L,-12,1,1,401,13.4,0,0,1.4,2,2.6,made
A,L,-5,13,4,111,14.9,13,8.9,8,2,3.1,made
A,L,-17,3,1,565,0.8,5,4.2,7.8,2,1.6,missed
H,W,27,11,3,247,15.3,2,3.6,4.7,2,0.9,made
H,W,20,6,3,129,12.7,0,0.7,5,2,1.1,made
H,L,-10,1,2,493,19.9,0,0.1,18.7,2,4.9,missed
H,L,-13,10,3,28,9.9,11,14.1,12.8,2,2.2,missed
A,L,-1,4,1,296,5.2,0,0.8,24.6,3,7.4,made
A,L,-11,11,4,137,14.1,9,9.4,15.9,2,3.8,made
A,W,5,3,1,72,9.4,2,6.2,1.8,2,2.8,made
H,W,12,4,1,249,19.2,0,0.9,21.9,3,2.6,made
H,W,15,11,3,671,15.8,0,0.8,25.2,3,5,made
H,W,2,17,4,177,5.7,2,3,26.1,3,3.5,missed
A,L,-7,7,3,226,12.4,0,0.7,23,3,8.3,made
A,L,-6,2,2,649,8.7,5,5.6,16.7,2,5,made
A,W,29,5,2,309,13.9,2,2.6,4.6,2,2.1,made
H,W,5,1,1,314,8.4,0,0.9,17.3,2,5.9,made
A,L,-1,6,4,645,22.3,2,2.3,3.2,2,2,missed
H,L,-5,5,1,131,20.4,1,1.8,3.6,2,0.3,missed
A,L,-12,3,2,406,4.8,2,2.1,4.7,2,1.5,missed
A,L,-1,14,5,287,12.9,2,2,17.7,2,4,missed
A,L,-2,6,3,284,1.7,0,0.7,4.6,2,1.7,missed
H,L,-5,6,2,165,11.5,2,6.8,4.4,2,1.1,made
H,L,-7,7,3,596,13.6,0,0.7,0.7,2,1.2,missed
A,W,2,5,4,685,4.4,3,5.3,6,2,2.7,missed
H,L,-28,5,1,394,19.3,0,0.7,19.7,2,6.6,missed
H,L,-9,20,4,25,19.9,0,0.9,24.5,3,4.9,missed
H,L,-13,7,3,695,14.8,0,0.8,15.3,2,6.8,made
H,W,48,4,1,259,13.4,0,1,19.4,2,5.4,made
A,W,2,10,4,602,24,0,0.2,0.7,2,1.8,made
A,W,14,8,3,288,21.4,0,0.9,24.4,3,14.3,missed
H,L,-2,3,1,202,11.2,3,4,21,2,4.1,missed
A,L,-4,4,1,212,12.7,0,1.1,26.4,3,5.2,made
A,W,3,14,4,43,4.5,4,5.6,6.4,2,4.9,made
H,W,5,1,2,470,5.3,0,0.8,28.4,3,5.5,made
H,W,6,11,4,429,6.2,1,1.7,24.8,3,6.1,missed
H,L,-7,7,4,440,12.8,0,0.6,22.1,3,3.9,missed
A,L,-3,9,4,529,17,3,3.6,19.7,2,5.1,missed
A,W,6,2,2,582,10,4,2.4,20.9,2,3.4,made
H,W,6,2,1,364,17,1,2.3,7.6,2,2.3,missed
A,L,-29,6,1,196,9.6,0,0.8,19.9,2,5.9,made
A,L,-21,11,4,424,15.8,1,1.7,23.9,3,3.8,made
A,W,5,7,2,240,7,0,0.9,1.8,2,2.7,made
H,L,-2,2,1,378,24,1,2,3.7,2,2.1,made
H,W,4,9,3,291,17.7,0,0.9,22.5,3,6,missed
A,L,-8,1,1,674,14,2,2,4.6,2,1.1,made
H,L,-2,11,4,112,16.7,2,3,24.8,3,3.5,made
A,L,-4,2,2,664,10.5,0,1,24.2,3,5.4,missed
H,W,11,10,3,174,14.1,11,9.4,18.9,2,3.2,missed
A,L,-8,1,1,542,14.7,0,0.4,3.3,2,4.7,made
A,W,11,5,1,271,12.5,1,2.8,6.8,2,3.9,missed
H,L,-20,1,1,202,22.8,0,0.8,23.6,2,5,made
H,W,39,10,3,690,10.7,3,5.4,4.3,2,5.8,missed
H,L,-12,6,3,32,5.6,0,0.6,6.4,2,4.7,missed
H,L,-8,2,1,628,11.9,1,2,11.5,2,3.1,made
H,W,7,1,1,699,18.2,1,2.6,4.7,2,1.4,missed
A,L,-8,12,4,587,18.3,0,1,24.4,3,3.6,missed
A,L,-6,2,3,66,10.4,0,1,25.1,3,10.7,made
H,W,14,4,1,116,16.9,0,0.8,24.6,3,4,missed
H,L,-12,9,3,458,5.5,0,1.1,2.1,2,1.9,missed
